Letterboxd URI,Title,Year,imdb,tmdb
/film/big-little-lies/,Big Little Lies,2017,tt3920596,66292
/film/the-red-shoes/,The Red Shoes,1948,tt0040725,19542
/film/transformers-revenge-of-the-fallen/,Transformers: Revenge of the Fallen,2009,tt1055369,8373
/film/don-jon/,Don Jon,2013,tt2229499,138697
/film/the-tomorrow-war/,The Tomorrow War,2021,tt9777666,588228
/film/adventureland/,Adventureland,2009,tt1091722,16614
/film/foxcatcher/,Foxcatcher,2014,tt1100089,87492
/film/bao-2018/,Bao,2018,tt8075496,514754
/film/kids/,Kids,1995,tt0113540,9344
/film/goldfinger/,Goldfinger,1964,tt0058150,658
/film/palo-alto/,Palo Alto,2013,tt2479800,192132
/film/revolutionary-road/,Revolutionary Road,2008,tt0959337,4148
/film/the-aristocats/,The Aristocats,1970,tt0065421,10112
/film/national-lampoons-christmas-vacation/,National Lampoon's Christmas Vacation,1989,tt0097958,5825
/film/sleepless-in-seattle/,Sleepless in Seattle,1993,tt0108160,858
/film/17-again/,17 Again,2009,tt0974661,16996
/film/the-last-samurai/,The Last Samurai,2003,tt0325710,616
/film/stardust-2007/,Stardust,2007,tt0486655,2270
/film/fences-2016/,Fences,2016,tt2671706,393457
/film/daisies/,Daisies,1966,tt0060959,46919
/film/the-kissing-booth/,The Kissing Booth,2018,tt3799232,454983
/film/grown-ups/,Grown Ups,2010,tt1375670,38365
/film/love-2015/,Love,2015,tt3774694,292431
/film/easy-rider/,Easy Rider,1969,tt0064276,624
/film/ida/,Ida,2013,tt2718492,209274
/film/american-graffiti/,American Graffiti,1973,tt0069704,838
/film/dope-2015/,Dope,2015,tt3850214,308639
/film/drag-me-to-hell/,Drag Me to Hell,2009,tt1127180,16871
/film/fantastic-four-rise-of-the-silver-surfer/,Fantastic Four: Rise of the Silver Surfer,2007,tt0486576,1979
/film/fruitvale-station/,Fruitvale Station,2013,tt2334649,157354
/film/project-x-2012/,Project X,2012,tt1636826,57214
/film/bridge-to-terabithia/,Bridge to Terabithia,2007,tt0398808,1265
/film/the-assistant-2019/,The Assistant,2019,tt9000224,627463
/film/pierrot-le-fou/,Pierrot le Fou,1965,tt0059592,2786
/film/a-single-man/,A Single Man,2009,tt1315981,34653
/film/weathering-with-you/,Weathering with You,2019,tt9426210,568160
/film/austin-powers-the-spy-who-shagged-me/,Austin Powers: The Spy Who Shagged Me,1999,tt0145660,817
/film/jacobs-ladder/,Jacob's Ladder,1990,tt0099871,2291
/film/strangers-on-a-train/,Strangers on a Train,1951,tt0044079,845
/film/high-and-low/,High and Low,1963,tt0057565,12493
/film/holes/,Holes,2003,tt0311289,8326
/film/lethal-weapon/,Lethal Weapon,1987,tt0093409,941
/film/martyrs/,Martyrs,2008,tt1029234,9539
/film/a-streetcar-named-desire/,A Streetcar Named Desire,1951,tt0044081,702
/film/attack-the-block/,Attack the Block,2011,tt1478964,59678
/film/the-maltese-falcon-1941/,The Maltese Falcon,1941,tt0033870,963
/film/moonstruck/,Moonstruck,1987,tt0093565,2039
/film/the-accountant-2016/,The Accountant,2016,tt2140479,302946
/film/frankenstein-1931/,Frankenstein,1931,tt0021884,3035
/film/paranorman/,ParaNorman,2012,tt1623288,77174
/film/blockers/,Blockers,2018,tt2531344,437557
/film/nebraska/,Nebraska,2013,tt1821549,129670
/film/blue-ruin/,Blue Ruin,2013,tt2359024,188166
/film/millers-crossing/,Miller's Crossing,1990,tt0100150,379
/film/transformers-dark-of-the-moon/,Transformers: Dark of the Moon,2011,tt1399103,38356
/film/the-hangover-part-iii/,The Hangover Part III,2013,tt1951261,109439
/film/erin-brockovich/,Erin Brockovich,2000,tt0195685,462
/film/hiroshima-mon-amour/,Hiroshima Mon Amour,1959,tt0052893,5544
/film/take-shelter/,Take Shelter,2011,tt1675192,64720
/film/dolittle/,Dolittle,2020,tt6673612,448119
/film/secretary/,Secretary,2002,tt0274812,11013
/film/weird-science/,Weird Science,1985,tt0090305,11814
/film/a-prophet/,A Prophet,2009,tt1235166,21575
/film/the-longest-yard-2005/,The Longest Yard,2005,tt0398165,9291
/film/october-sky/,October Sky,1999,tt0132477,13466
/film/the-house-bunny/,The House Bunny,2008,tt0852713,12620
/film/the-spy-who-loved-me/,The Spy Who Loved Me,1977,tt0076752,691
/film/the-monuments-men/,The Monuments Men,2014,tt2177771,152760
/film/home-2015/,Home,2015,tt2224026,228161
/film/werckmeister-harmonies/,Werckmeister Harmonies,2000,tt0249241,23160
/film/the-dirt/,The Dirt,2019,tt0800325,327331
/film/searching-for-sugar-man/,Searching for Sugar Man,2012,tt2125608,84334
/film/a-bronx-tale/,A Bronx Tale,1993,tt0106489,1607
/film/phantasm/,Phantasm,1979,tt0079714,9638
/film/wild-things/,Wild Things,1998,tt0120890,617
/film/all-quiet-on-the-western-front/,All Quiet on the Western Front,1930,tt0020629,143
/film/the-men-who-stare-at-goats/,The Men Who Stare at Goats,2009,tt1234548,10313
/film/bride-wars/,Bride Wars,2009,tt0901476,10521
/film/the-lady-from-shanghai/,The Lady from Shanghai,1947,tt0040525,3766
/film/valhalla-rising/,Valhalla Rising,2009,tt0862467,37861
/film/the-lincoln-lawyer/,The Lincoln Lawyer,2011,tt1189340,50348
/film/phoenix-2014/,Phoenix,2014,tt2764784,254578
/film/30-days-of-night/,30 Days of Night,2007,tt0389722,4513
/film/the-killer/,The Killer,1989,tt0097202,10835
/film/enemy-of-the-state/,Enemy of the State,1998,tt0120660,9798
/film/red-eye/,Red Eye,2005,tt0421239,11460
/film/snakes-on-a-plane/,Snakes on a Plane,2006,tt0417148,326
/film/hearts-of-darkness-a-filmmakers-apocalypse/,Hearts of Darkness: A Filmmaker's Apocalypse,1991,tt0102015,4539
/film/definitely-maybe/,"Definitely, Maybe",2008,tt0832266,8390
/film/sansho-the-bailiff/,Sansho the Bailiff,1954,tt0047445,20532
/film/the-drop-2014/,The Drop,2014,tt1600196,154400
/film/dirty-grandpa/,Dirty Grandpa,2016,tt1860213,291870
/film/wendy-and-lucy/,Wendy and Lucy,2008,tt1152850,8942
/film/magic-mike-xxl/,Magic Mike XXL,2015,tt2268016,264999
/film/shithouse/,Shithouse,2020,tt11618536,637053
/film/timecrimes/,Timecrimes,2007,tt0480669,14139
/film/like-father-like-son-2013/,"Like Father, Like Son",2013,tt2331143,177945
/film/deep-blue-sea/,Deep Blue Sea,1999,tt0149261,8914
/film/troll-hunter/,Troll Hunter,2010,tt1740707,46146
/film/under-the-shadow/,Under the Shadow,2016,tt4273292,375012
/film/witness/,Witness,1985,tt0090329,9281
/film/control-2007/,Control,2007,tt0421082,5708
/film/ordet/,Ordet,1955,tt0048452,48035
/film/au-revoir-les-enfants/,Au Revoir les Enfants,1987,tt0092593,1786
/film/whered-you-go-bernadette/,"Where'd You Go, Bernadette",2019,tt2365580,405177
/film/bride-of-chucky/,Bride of Chucky,1998,tt0144120,11932
/film/let-me-in/,Let Me In,2010,tt1228987,41402
/film/killer-joe/,Killer Joe,2011,tt1726669,73567
/film/insidious-chapter-3/,Insidious: Chapter 3,2015,tt3195644,280092
/film/loving-2016/,Loving,2016,tt4669986,339419
/film/oxygen-2021/,Oxygen,2021,tt6341832,471498
/film/wargames/,WarGames,1983,tt0086567,860
/film/the-hustler/,The Hustler,1961,tt0054997,990
/film/peninsula/,Peninsula,2020,tt8850222,581392
/film/beauty-and-the-beast/,Beauty and the Beast,1946,tt0038348,648
/film/total-recall-2012/,Total Recall,2012,tt1386703,64635
/film/the-slumber-party-massacre/,The Slumber Party Massacre,1982,tt0084695,27475
/film/the-judge-2014/,The Judge,2014,tt1872194,205587
/film/oslo-august-31st/,"Oslo, August 31st",2011,tt1736633,75233
/film/national-lampoons-vacation/,National Lampoon's Vacation,1983,tt0085995,11153
/film/rambo-first-blood-part-ii/,Rambo: First Blood Part II,1985,tt0089880,1369
/film/calvary/,Calvary,2014,tt2234003,157832
/film/the-a-team/,The A-Team,2010,tt0429493,34544
/film/the-voices/,The Voices,2014,tt1567437,244458
/film/wild-wild-west/,Wild Wild West,1999,tt0120891,8487
/film/law-abiding-citizen/,Law Abiding Citizen,2009,tt1197624,22803
/film/conan-the-barbarian/,Conan the Barbarian,1982,tt0082198,9387
/film/blue-jay-2016/,Blue Jay,2016,tt5912454,408508
/film/pitch-black/,Pitch Black,2000,tt0134847,2787
/film/folklore-the-long-pond-studio-sessions/,Folklore: The Long Pond Studio Sessions,2020,tt13524234,768141
/film/the-night-comes-for-us/,The Night Comes for Us,2018,tt6116856,449992
/film/the-bird-with-the-crystal-plumage/,The Bird with the Crystal Plumage,1970,tt0065143,20345
/film/the-transporter/,The Transporter,2002,tt0293662,4108
/film/moonraker/,Moonraker,1979,tt0079574,698
/film/fright-night-2011/,Fright Night,2011,tt1438176,58151
/film/sophies-choice/,Sophie's Choice,1982,tt0084707,15764
/film/rocky-v/,Rocky V,1990,tt0100507,1375
/film/keanu/,Keanu,2016,tt4139124,342521
/film/the-wife-2017/,The Wife,2017,tt3750872,340613
/film/five-easy-pieces/,Five Easy Pieces,1970,tt0065724,26617
/film/never-been-kissed/,Never Been Kissed,1999,tt0151738,11355
/film/stuck-in-love/,Stuck in Love,2012,tt2205697,111969
/film/gone-in-sixty-seconds/,Gone in Sixty Seconds,2000,tt0187078,9679
/film/margaret/,Margaret,2011,tt0466893,44754
/film/to-live-and-die-in-la/,To Live and Die in L.A.,1985,tt0090180,9846
/film/antebellum/,Antebellum,2020,tt10065694,627290
/film/walkabout/,Walkabout,1971,tt0067959,36040
/film/jason-x/,Jason X,2001,tt0211443,11470
/film/a-good-day-to-die-hard/,A Good Day to Die Hard,2013,tt1606378,47964
/film/the-runaways/,The Runaways,2010,tt1017451,27586
/film/transcendence/,Transcendence,2014,tt2209764,157353
/film/the-great-mouse-detective/,The Great Mouse Detective,1986,tt0091149,9994
/film/hoodwinked/,Hoodwinked!,2005,tt0443536,10982
/film/weekend-2011/,Weekend,2011,tt1714210,79120
/film/watership-down/,Watership Down,1978,tt0078480,11837
/film/the-killing-of-a-chinese-bookie/,The Killing of a Chinese Bookie,1976,tt0074749,32040
/film/the-man-with-the-golden-gun/,The Man with the Golden Gun,1974,tt0071807,682
/film/the-african-queen/,The African Queen,1951,tt0043265,488
/film/outlaw-king/,Outlaw King,2018,tt6679794,454227
/film/meet-me-in-st-louis/,Meet Me in St. Louis,1944,tt0037059,909
/film/joint-security-area/,Joint Security Area,2000,tt0260991,2440
/film/knight-and-day/,Knight and Day,2010,tt1013743,37834
/film/peter-pan-2003/,Peter Pan,2003,tt0316396,10601
/film/the-phantom-carriage/,The Phantom Carriage,1921,tt0012364,58129
/film/cowboy-bebop-the-movie/,Cowboy Bebop: The Movie,2001,tt0275277,11299
/film/the-wrong-trousers/,The Wrong Trousers,1993,tt0108598,531
/film/the-exorcist-iii/,The Exorcist III,1990,tt0099528,11587
/film/teen-titans-go-to-the-movies/,Teen Titans Go! To the Movies,2018,tt7424200,474395
/film/the-cranes-are-flying/,The Cranes Are Flying,1957,tt0050634,38360
/film/debs/,D.E.B.S.,2004,tt0367631,540
/film/the-other-woman-2014/,The Other Woman,2014,tt2203939,193610
/film/sullivans-travels/,Sullivan's Travels,1941,tt0034240,16305
/film/lucky-2017/,Lucky,2017,tt5859238,407449
/film/little-nicky/,Little Nicky,2000,tt0185431,9678
/film/drugstore-cowboy/,Drugstore Cowboy,1989,tt0097240,476
/film/if-i-stay/,If I Stay,2014,tt1355630,249164
/film/ms-45/,Ms .45,1981,tt0082776,22171
/film/the-giver/,The Giver,2014,tt0435651,227156
/film/frost-nixon/,Frost/Nixon,2008,tt0870111,11499
/film/largent-1983/,L'Argent,1983,tt0085180,42112
/film/resident-evil-the-final-chapter/,Resident Evil: The Final Chapter,2016,tt2592614,173897
/film/suicide-club/,Suicide Club,2001,tt0312843,12720
/film/nowhere/,Nowhere,1997,tt0119809,1811
/film/im-still-here/,I'm Still Here,2010,tt1356864,43939
/film/42/,42,2013,tt0453562,109410
/film/hellbound-hellraiser-ii/,Hellbound: Hellraiser II,1988,tt0095294,9064
/film/born-on-the-fourth-of-july/,Born on the Fourth of July,1989,tt0096969,2604
/film/zoolander-2/,Zoolander 2,2016,tt1608290,329833
/film/rent/,Rent,2005,tt0294870,1833
/film/halloween-ii/,Halloween II,2009,tt1311067,24150
/film/terms-of-endearment/,Terms of Endearment,1983,tt0086425,11050
/film/high-flying-bird/,High Flying Bird,2019,tt8128188,510498
/film/a-view-to-a-kill/,A View to a Kill,1985,tt0090264,707
/film/im-no-longer-here/,I'm No Longer Here,2019,tt4323594,582927
/film/christine-2016/,Christine,2016,tt4666726,339405
/film/miss-sloane/,Miss Sloane,2016,tt4540710,376290
/film/paranormal-activity-3/,Paranormal Activity 3,2011,tt1778304,72571
/film/this-is-where-i-leave-you/,This Is Where I Leave You,2014,tt1371150,239678
/film/rust-and-bone/,Rust and Bone,2012,tt2053425,97365
/film/psycho-goreman/,Psycho Goreman,2020,tt11252440,670428
/film/oliver-company/,Oliver & Company,1988,tt0095776,12233
/film/sharknado/,Sharknado,2013,tt2724064,205321
/film/enemy-at-the-gates/,Enemy at the Gates,2001,tt0215750,853
/film/crank-high-voltage/,Crank: High Voltage,2009,tt1121931,15092
/film/kes/,Kes,1969,tt0064541,13384
/film/black-sunday-1960/,Black Sunday,1960,tt0054067,27632
/film/the-magnificent-ambersons/,The Magnificent Ambersons,1942,tt0035015,965
/film/harriet/,Harriet,2019,tt4648786,506528
/film/muppets-most-wanted/,Muppets Most Wanted,2014,tt2281587,145220
/film/the-man-who-killed-don-quixote/,The Man Who Killed Don Quixote,2018,tt1318517,297725
/film/beowulf-2007/,Beowulf,2007,tt0442933,2310
/film/the-frighteners/,The Frighteners,1996,tt0116365,10779
/film/ps-i-love-you/,P.S. I Love You,2007,tt0431308,6023
/film/turbo/,Turbo,2013,tt1860353,77950
/film/patton/,Patton,1970,tt0066206,11202
/film/collective/,Collective,2019,tt10706602,618363
/film/marnie/,Marnie,1964,tt0058329,506
/film/artemis-fowl/,Artemis Fowl,2020,tt3089630,475430
/film/the-living-daylights/,The Living Daylights,1987,tt0093428,708
/film/leaving-neverland/,Leaving Neverland,2019,tt9573980,86951
/film/from-beyond/,From Beyond,1986,tt0091083,14510
/film/shaolin-soccer/,Shaolin Soccer,2001,tt0286112,11770
/film/scary-movie-4/,Scary Movie 4,2006,tt0362120,4257
/film/pusher/,Pusher,1996,tt0117407,2061
/film/gilda/,Gilda,1946,tt0038559,3767
/film/the-boxtrolls/,The Boxtrolls,2014,tt0787474,170687
/film/the-highwaymen/,The Highwaymen,2019,tt1860242,500682
/film/the-taking-of-pelham-one-two-three/,The Taking of Pelham One Two Three,1974,tt0072251,8333
/film/frenzy/,Frenzy,1972,tt0068611,573
/film/dear-john/,Dear John,2010,tt0989757,22971
/film/star-trek-the-motion-picture/,Star Trek: The Motion Picture,1979,tt0079945,152
/film/the-great-wall-2016/,The Great Wall,2016,tt2034800,311324
/film/friday-the-13th-part-viii-jason-takes-manhattan/,Friday the 13th Part VIII: Jason Takes Manhattan,1989,tt0097388,10283
/film/the-ladykillers-2004-6/,The Ladykillers,2004,tt0335245,5516
/film/coach-carter/,Coach Carter,2005,tt0393162,7214
/film/abraham-lincoln-vampire-hunter/,Abraham Lincoln: Vampire Hunter,2012,tt1611224,72331
/film/scarface/,Scarface,1932,tt0023427,877
/film/top-secret/,Top Secret!,1984,tt0088286,8764
/film/batman-the-dark-knight-returns-part-1/,"Batman: The Dark Knight Returns, Part 1",2012,tt2313197,123025
/film/legends-of-the-fall/,Legends of the Fall,1994,tt0110322,4476
/film/the-bad-batch/,The Bad Batch,2016,tt4334266,316154
/film/starsky-hutch/,Starsky & Hutch,2004,tt0335438,9384
/film/for-your-eyes-only/,For Your Eyes Only,1981,tt0082398,699
/film/all-that-heaven-allows/,All That Heaven Allows,1955,tt0047811,43316
/film/i-love-you-phillip-morris/,I Love You Phillip Morris,2009,tt1045772,8952
/film/a-short-film-about-killing/,A Short Film About Killing,1988,tt0095468,10754
/film/uncle-buck/,Uncle Buck,1989,tt0098554,2616
/film/the-changeling/,The Changeling,1980,tt0080516,13550
/film/the-bitter-tears-of-petra-von-kant/,The Bitter Tears of Petra von Kant,1972,tt0068278,10310
/film/sex-and-the-city/,Sex and the City,2008,tt1000774,4564
/film/deep-impact/,Deep Impact,1998,tt0120647,8656
/film/shadows-1959/,Shadows,1959,tt0053270,15484
/film/on-body-and-soul/,On Body and Soul,2017,tt5607714,436343
/film/the-ugly-truth/,The Ugly Truth,2009,tt1142988,20943
/film/the-bad-lieutenant-port-of-call-new-orleans/,The Bad Lieutenant: Port of Call - New Orleans,2009,tt1095217,11699
/film/a-short-film-about-love/,A Short Film About Love,1988,tt0095467,31056
/film/secret-sunshine/,Secret Sunshine,2007,tt0817225,2015
/film/somethings-gotta-give/,Something's Gotta Give,2003,tt0337741,6964
/film/splice/,Splice,2009,tt1017460,37707
/film/spider-man-2/,Spider-Man 2,2004,tt0316654,558
/film/toy-story-2/,Toy Story 2,1999,tt0120363,863
/film/12-angry-men/,12 Angry Men,1957,tt0050083,389
/film/one-flew-over-the-cuckoos-nest/,One Flew Over the Cuckoo's Nest,1975,tt0073486,510
/film/the-great-gatsby-2013/,The Great Gatsby,2013,tt1343092,64682
/film/harry-potter-and-the-half-blood-prince/,Harry Potter and the Half-Blood Prince,2009,tt0417741,767
/film/the-invisible-man-2020/,The Invisible Man,2020,tt1051906,570670
/film/boyhood/,Boyhood,2014,tt1065073,85350
/film/die-hard/,Die Hard,1988,tt0095016,562
/film/your-name/,Your Name.,2016,tt5311514,372058
/film/edward-scissorhands/,Edward Scissorhands,1990,tt0099487,162
/film/eighth-grade/,Eighth Grade,2018,tt7014006,489925
/film/pirates-of-the-caribbean-the-curse-of-the-black-pearl/,Pirates of the Caribbean: The Curse of the Black Pearl,2003,tt0325980,22
/film/ready-player-one/,Ready Player One,2018,tt1677720,333339
/film/big-hero-6/,Big Hero 6,2014,tt2245084,177572
/film/phantom-thread/,Phantom Thread,2017,tt5776858,400617
/film/citizen-kane/,Citizen Kane,1941,tt0033467,15
/film/hot-fuzz/,Hot Fuzz,2007,tt0425112,4638
/film/et-the-extra-terrestrial/,E.T. the Extra-Terrestrial,1982,tt0083866,601
/film/the-imitation-game/,The Imitation Game,2014,tt2084970,205596
/film/the-nightmare-before-christmas/,The Nightmare Before Christmas,1993,tt0107688,9479
/film/what-we-do-in-the-shadows/,What We Do in the Shadows,2014,tt3416742,246741
/film/the-killing-of-a-sacred-deer/,The Killing of a Sacred Deer,2017,tt5715874,399057
/film/12-years-a-slave/,12 Years a Slave,2013,tt2024544,76203
/film/coraline/,Coraline,2009,tt0327597,14836
/film/scarface-1983/,Scarface,1983,tt0086250,111
/film/manchester-by-the-sea/,Manchester by the Sea,2016,tt4034228,334541
/film/brokeback-mountain/,Brokeback Mountain,2005,tt0388795,142
/film/thor-the-dark-world/,Thor: The Dark World,2013,tt1981115,76338
/film/clueless/,Clueless,1995,tt0112697,9603
/film/the-royal-tenenbaums/,The Royal Tenenbaums,2001,tt0265666,9428
/film/silver-linings-playbook/,Silver Linings Playbook,2012,tt1045658,82693
/film/children-of-men/,Children of Men,2006,tt0206634,9693
/film/rear-window/,Rear Window,1954,tt0047396,567
/film/the-big-short/,The Big Short,2015,tt1596363,318846
/film/sorry-to-bother-you/,Sorry to Bother You,2018,tt5688932,424781
/film/halloween-1978/,Halloween,1978,tt0077651,948
/film/zombieland/,Zombieland,2009,tt1156398,19908
/film/eyes-wide-shut/,Eyes Wide Shut,1999,tt0120663,345
/film/v-for-vendetta/,V for Vendetta,2005,tt0434409,752
/film/full-metal-jacket/,Full Metal Jacket,1987,tt0093058,600
/film/train-to-busan/,Train to Busan,2016,tt5700672,396535
/film/solo-a-star-wars-story/,Solo: A Star Wars Story,2018,tt3778644,348350
/film/green-book/,Green Book,2018,tt6966692,490132
/film/fantastic-beasts-and-where-to-find-them/,Fantastic Beasts and Where to Find Them,2016,tt3183660,259316
/film/cruella/,Cruella,2021,tt3228774,337404
/film/in-the-mood-for-love/,In the Mood for Love,2000,tt0118694,843
/film/venom-2018/,Venom,2018,tt1270797,335983
/film/scream/,Scream,1996,tt0117571,4232
/film/the-sixth-sense/,The Sixth Sense,1999,tt0167404,745
/film/skyfall/,Skyfall,2012,tt1074638,37724
/film/tangled-2010/,Tangled,2010,tt0398286,38757
/film/sicario-2015/,Sicario,2015,tt3397884,273481
/film/batman-v-superman-dawn-of-justice/,Batman v Superman: Dawn of Justice,2016,tt2975590,209112
/film/oceans-eleven-2001/,Ocean's Eleven,2001,tt0240772,161
/film/shrek-2/,Shrek 2,2004,tt0298148,809
/film/ford-v-ferrari/,Ford v Ferrari,2019,tt1950186,359724
/film/the-devil-wears-prada/,The Devil Wears Prada,2006,tt0458352,350
/film/the-farewell-2019/,The Farewell,2019,tt8637428,565310
/film/bo-burnham-inside/,Bo Burnham: Inside,2021,tt14544192,823754
/film/dr-strangelove-or-how-i-learned-to-stop-worrying-and-love-the-bomb/,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,tt0057012,935
/film/spotlight/,Spotlight,2015,tt1895587,314365
/film/school-of-rock/,School of Rock,2003,tt0332379,1584
/film/it-follows/,It Follows,2014,tt3235888,270303
/film/the-cabin-in-the-woods/,The Cabin in the Woods,2011,tt1259521,22970
/film/the-hunger-games-catching-fire/,The Hunger Games: Catching Fire,2013,tt1951264,101299
/film/bird-box/,Bird Box,2018,tt2737304,405774
/film/john-wick-chapter-2/,John Wick: Chapter 2,2017,tt4425200,324552
/film/perfect-blue/,Perfect Blue,1997,tt0156887,10494
/film/the-queens-gambit/,The Queen's Gambit,2020,tt10048342,87739
/film/carol-2015/,Carol,2015,tt2402927,258480
/film/nocturnal-animals/,Nocturnal Animals,2016,tt4550098,340666
/film/aquaman-2018/,Aquaman,2018,tt1477834,297802
/film/another-round/,Another Round,2020,tt10288566,580175
/film/the-disaster-artist/,The Disaster Artist,2017,tt3521126,371638
/film/the-trial-of-the-chicago-7/,The Trial of the Chicago 7,2020,tt1070874,556984
/film/frances-ha/,Frances Ha,2012,tt2347569,121986
/film/the-lego-movie/,The Lego Movie,2014,tt1490017,137106
/film/ad-astra-2019/,Ad Astra,2019,tt2935510,419704
/film/pride-prejudice/,Pride & Prejudice,2005,tt0414387,4348
/film/x-men-days-of-future-past/,X-Men: Days of Future Past,2014,tt1877832,127585
/film/rocketman-2019/,Rocketman,2019,tt2066051,504608
/film/oceans-eight/,Ocean's Eight,2018,tt5164214,402900
/film/finding-dory/,Finding Dory,2016,tt2277860,127380
/film/mid90s/,mid90s,2018,tt5613484,437586
/film/midnight-in-paris/,Midnight in Paris,2011,tt1605783,59436
/film/groundhog-day/,Groundhog Day,1993,tt0107048,137
/film/beetlejuice/,Beetlejuice,1988,tt0094721,4011
/film/the-curious-case-of-benjamin-button/,The Curious Case of Benjamin Button,2008,tt0421715,4922
/film/the-princess-bride/,The Princess Bride,1987,tt0093779,2493
/film/okja/,Okja,2017,tt3967856,387426
/film/terminator-2-judgment-day/,Terminator 2: Judgment Day,1991,tt0103064,280
/film/10-cloverfield-lane/,10 Cloverfield Lane,2016,tt1179933,333371
/film/wonder-woman-1984/,Wonder Woman 1984,2020,tt7126948,464052
/film/the-exorcist/,The Exorcist,1973,tt0070047,9552
/film/the-master-2012/,The Master,2012,tt1560747,68722
/film/charlie-and-the-chocolate-factory/,Charlie and the Chocolate Factory,2005,tt0367594,118
/film/judas-and-the-black-messiah/,Judas and the Black Messiah,2021,tt9784798,583406
/film/ghostbusters/,Ghostbusters,1984,tt0087332,620
/film/rosemarys-baby/,Rosemary's Baby,1968,tt0063522,805
/film/angel-heart/,Angel Heart,1987,tt0092563,635
/film/blackhat/,Blackhat,2015,tt2717822,201088
/film/this-means-war/,This Means War,2012,tt1596350,59962
/film/how-the-grinch-stole-christmas/,How the Grinch Stole Christmas!,1966,tt0060345,13377
/film/small-soldiers/,Small Soldiers,1998,tt0122718,11551
/film/the-best-years-of-our-lives/,The Best Years of Our Lives,1946,tt0036868,887
/film/the-strange-thing-about-the-johnsons/,The Strange Thing About the Johnsons,2011,tt1772398,164052
/film/tokyo-drifter/,Tokyo Drifter,1966,tt0061101,45706
/film/valkyrie/,Valkyrie,2008,tt0985699,2253
/film/lolita-1997/,Lolita,1997,tt0119558,9769
/film/the-young-and-the-damned/,The Young and the Damned,1950,tt0042804,800
/film/madelines-madeline/,Madeline's Madeline,2018,tt6101602,468735
/film/resident-evil-retribution/,Resident Evil: Retribution,2012,tt1855325,71679
/film/darkman/,Darkman,1990,tt0099365,9556
/film/a-nightmare-on-elm-street-4-the-dream-master/,A Nightmare on Elm Street 4: The Dream Master,1988,tt0095742,10131
/film/the-spongebob-movie-sponge-out-of-water/,The SpongeBob Movie: Sponge Out of Water,2015,tt2279373,228165
/film/meeks-cutoff/,Meek's Cutoff,2010,tt1518812,57120
/film/shallow-hal/,Shallow Hal,2001,tt0256380,9889
/film/out-of-the-past/,Out of the Past,1947,tt0039689,678
/film/orlando/,Orlando,1992,tt0107756,9300
/film/swingers/,Swingers,1996,tt0117802,10218
/film/angst/,Angst,1983,tt0165623,18912
/film/umberto-d/,Umberto D.,1952,tt0045274,833
/film/the-imposter-2012/,The Imposter,2012,tt1966604,84287
/film/johnny-english/,Johnny English,2003,tt0274166,9486
/film/the-rover/,The Rover,2014,tt2345737,157845
/film/im-not-there/,I'm Not There,2007,tt0368794,3902
/film/mike-and-dave-need-wedding-dates/,Mike and Dave Need Wedding Dates,2016,tt2823054,316023
/film/room-237/,Room 237,2012,tt2085910,84330
/film/hold-the-dark/,Hold the Dark,2018,tt5057140,395841
/film/better-watch-out/,Better Watch Out,2016,tt4443658,406994
/film/bullitt/,Bullitt,1968,tt0062765,916
/film/lost-river/,Lost River,2014,tt2366608,167810
/film/the-ninth-gate/,The Ninth Gate,1999,tt0142688,622
/film/santa-sangre/,Santa Sangre,1989,tt0098253,19236
/film/rumble-fish/,Rumble Fish,1983,tt0086216,232
/film/the-foreigner-2017/,The Foreigner,2017,tt1615160,379149
/film/sisters/,Sisters,1972,tt0070698,22307
/film/a-serbian-film/,A Serbian Film,2010,tt1273235,73861
/film/the-strangers-prey-at-night/,The Strangers: Prey at Night,2018,tt1285009,371608
/film/a-time-to-kill-1996/,A Time to Kill,1996,tt0117913,1645
/film/patch-adams/,Patch Adams,1998,tt0129290,10312
/film/superman-ii/,Superman II,1980,tt0081573,8536
/film/bloodshot/,Bloodshot,2020,tt1634106,338762
/film/the-firm-1993/,The Firm,1993,tt0106918,37233
/film/the-american-friend/,The American Friend,1977,tt0075675,11222
/film/like-crazy/,Like Crazy,2011,tt1758692,60420
/film/intolerable-cruelty/,Intolerable Cruelty,2003,tt0138524,11775
/film/raise-the-red-lantern/,Raise the Red Lantern,1991,tt0101640,10404
/film/that-thing-you-do/,That Thing You Do!,1996,tt0117887,9591
/film/funny-people/,Funny People,2009,tt1201167,20829
/film/be-kind-rewind/,Be Kind Rewind,2008,tt0799934,4953
/film/crumb/,Crumb,1994,tt0109508,26564
/film/the-ghost-writer/,The Ghost Writer,2010,tt1139328,11439
/film/the-texas-chainsaw-massacre/,The Texas Chainsaw Massacre,2003,tt0324216,9373
/film/its-only-the-end-of-the-world/,It's Only the End of the World,2016,tt4645368,338189
/film/tom-jerry-2021/,Tom & Jerry,2021,tt1361336,587807
/film/cruising/,Cruising,1980,tt0080569,27958
/film/escape-from-la/,Escape from L.A.,1996,tt0116225,10061
/film/jackass-number-two/,Jackass Number Two,2006,tt0493430,12094
/film/american-reunion/,American Reunion,2012,tt1605630,71552
/film/american-wedding/,American Wedding,2003,tt0328828,8273
