Letterboxd URI,Title,Year,imdb,tmdb
/film/repulsion/,Repulsion,1965,tt0059646,11481
/film/south-park-bigger-longer-uncut/,"South Park: Bigger, Longer & Uncut",1999,tt0158983,9473
/film/tomorrowland/,Tomorrowland,2015,tt1964418,158852
/film/saw-iii/,Saw III,2006,tt0489270,214
/film/a-christmas-story-1983/,A Christmas Story,1983,tt0085334,850
/film/galaxy-quest/,Galaxy Quest,1999,tt0177789,926
/film/the-croods/,The Croods,2013,tt0481499,49519
/film/lights-out-2016/,Lights Out,2016,tt4786282,345911
/film/bring-it-on/,Bring It On,2000,tt0204946,1588
/film/notorious/,Notorious,1946,tt0038787,303
/film/talladega-nights-the-ballad-of-ricky-bobby/,Talladega Nights: The Ballad of Ricky Bobby,2006,tt0415306,9718
/film/con-air/,Con Air,1997,tt0118880,1701
/film/from-up-on-poppy-hill/,From Up on Poppy Hill,2011,tt1798188,83389
/film/yes-god-yes-2019/,"Yes, God, Yes",2019,tt8949056,527660
/film/magic-mike/,Magic Mike,2012,tt1915581,77930
/film/spiral-from-the-book-of-saw/,Spiral: From the Book of Saw,2021,tt10342730,602734
/film/shin-godzilla/,Shin Godzilla,2016,tt4262980,315011
/film/big-daddy/,Big Daddy,1999,tt0142342,9032
/film/i-know-what-you-did-last-summer/,I Know What You Did Last Summer,1997,tt0119345,3597
/film/jupiter-ascending/,Jupiter Ascending,2015,tt1617661,76757
/film/hitch-2005/,Hitch,2005,tt0386588,8488
/film/thirteen/,Thirteen,2003,tt0328538,11023
/film/speed-racer/,Speed Racer,2008,tt0811080,7459
/film/the-omen/,The Omen,1976,tt0075005,794
/film/the-hate-u-give/,The Hate U Give,2018,tt5580266,470044
/film/it-happened-one-night/,It Happened One Night,1934,tt0025316,3078
/film/four-weddings-and-a-funeral/,Four Weddings and a Funeral,1994,tt0109831,712
/film/millennium-actress/,Millennium Actress,2001,tt0291350,33320
/film/belle-de-jour/,Belle de Jour,1967,tt0061395,649
/film/carlitos-way/,Carlito's Way,1993,tt0106519,6075
/film/anna-karenina-2012/,Anna Karenina,2012,tt1781769,96724
/film/my-cousin-vinny/,My Cousin Vinny,1992,tt0104952,10377
/film/scooby-doo-2-monsters-unleashed/,Scooby-Doo 2: Monsters Unleashed,2004,tt0331632,11024
/film/pride-2014/,Pride,2014,tt3169706,234200
/film/scanners/,Scanners,1981,tt0081455,9538
/film/casper/,Casper,1995,tt0112642,8839
/film/charade/,Charade,1963,tt0056923,4808
/film/following/,Following,1998,tt0154506,11660
/film/krampus/,Krampus,2015,tt3850590,287903
/film/transformers-age-of-extinction/,Transformers: Age of Extinction,2014,tt2109248,91314
/film/diabolique-1955/,Diabolique,1955,tt0046911,827
/film/jack-reacher/,Jack Reacher,2012,tt0790724,75780
/film/news-of-the-world/,News of the World,2020,tt6878306,581032
/film/true-lies/,True Lies,1994,tt0111503,36955
/film/invasion-of-the-body-snatchers-1978/,Invasion of the Body Snatchers,1978,tt0077745,11850
/film/the-great-escape/,The Great Escape,1963,tt0057115,5925
/film/halloween-ii-1981/,Halloween II,1981,tt0082495,11281
/film/monster/,Monster,2003,tt0340855,504
/film/star-trek-ii-the-wrath-of-khan/,Star Trek II: The Wrath of Khan,1982,tt0084726,154
/film/the-expendables-2/,The Expendables 2,2012,tt1764651,76163
/film/the-lion-king-ii-simbas-pride/,The Lion King II: Simba's Pride,1998,tt0120131,9732
/film/the-hills-have-eyes/,The Hills Have Eyes,1977,tt0077681,12262
/film/duck-soup-1933/,Duck Soup,1933,tt0023969,3063
/film/scrooged/,Scrooged,1988,tt0096061,9647
/film/inferno-1980/,Inferno,1980,tt0080923,16395
/film/percy-jackson-sea-of-monsters/,Percy Jackson: Sea of Monsters,2013,tt1854564,76285
/film/serenity/,Serenity,2005,tt0379786,16320
/film/pickpocket/,Pickpocket,1959,tt0053168,690
/film/a-bigger-splash-2015/,A Bigger Splash,2015,tt2056771,324807
/film/gentlemen-prefer-blondes/,Gentlemen Prefer Blondes,1953,tt0045810,759
/film/out-of-sight/,Out of Sight,1998,tt0120780,1389
/film/rififi/,Rififi,1955,tt0048021,934
/film/mash/,M*A*S*H,1970,tt0066026,651
/film/clouds-of-sils-maria/,Clouds of Sils Maria,2014,tt2452254,246860
/film/alphaville/,Alphaville,1965,tt0058898,8072
/film/westworld/,Westworld,1973,tt0070909,2362
/film/society/,Society,1989,tt0098354,22244
/film/kill-list/,Kill List,2011,tt1788391,74725
/film/in-the-name-of-the-father-1993/,In the Name of the Father,1993,tt0107207,7984
/film/valentines-day/,Valentine's Day,2010,tt0817230,32856
/film/the-diving-bell-and-the-butterfly/,The Diving Bell and the Butterfly,2007,tt0401383,2013
/film/mccabe-mrs-miller/,McCabe & Mrs. Miller,1971,tt0067411,29005
/film/goosebumps/,Goosebumps,2015,tt1051904,257445
/film/welcome-to-the-dollhouse/,Welcome to the Dollhouse,1995,tt0114906,11446
/film/creepshow/,Creepshow,1982,tt0083767,16281
/film/lady-snowblood/,Lady Snowblood,1973,tt0158714,2487
/film/a-nightmare-on-elm-street-2010/,A Nightmare on Elm Street,2010,tt1179056,23437
/film/nobody-knows/,Nobody Knows,2004,tt0408664,2517
/film/time-2020/,Time,2020,tt11416746,653729
/film/infernal-affairs/,Infernal Affairs,2002,tt0338564,10775
/film/the-face-of-another/,The Face of Another,1966,tt0061065,29452
/film/au-hasard-balthazar/,Au Hasard Balthazar,1966,tt0060138,20108
/film/the-laundromat-2019/,The Laundromat,2019,tt5865326,517909
/film/mr-smith-goes-to-washington/,Mr. Smith Goes to Washington,1939,tt0031679,3083
/film/ace-in-the-hole/,Ace in the Hole,1951,tt0043338,25364
/film/band-of-outsiders/,Band of Outsiders,1964,tt0057869,8073
/film/before-the-devil-knows-youre-dead/,Before the Devil Knows You're Dead,2007,tt0292963,7972
/film/unhinged-2020/,Unhinged,2020,tt10059518,625568
/film/young-adult/,Young Adult,2011,tt1625346,57157
/film/leaving-las-vegas/,Leaving Las Vegas,1995,tt0113627,451
/film/vampyr/,Vampyr,1932,tt0023649,779
/film/precious/,Precious,2009,tt0929632,25793
/film/the-world-is-not-enough/,The World Is Not Enough,1999,tt0143145,36643
/film/planet-of-the-apes-2001/,Planet of the Apes,2001,tt0133152,869
/film/saw-vi/,Saw VI,2009,tt1233227,22804
/film/rio-bravo/,Rio Bravo,1959,tt0053221,301
/film/the-tenant/,The Tenant,1976,tt0074811,11482
/film/the-turin-horse/,The Turin Horse,2011,tt1316540,81401
/film/burlesque/,Burlesque,2010,tt1126591,42297
/film/date-night/,Date Night,2010,tt1279935,35056
/film/knock-knock-2015/,Knock Knock,2015,tt3605418,263472
/film/children-of-the-corn/,Children of the Corn,1984,tt0087050,10823
/film/homecoming-a-film-by-beyonce/,Homecoming: A Film by Beyoncé,2019,tt10147546,593691
/film/the-patriot-2000/,The Patriot,2000,tt0187393,2024
/film/the-girl-with-the-dragon-tattoo/,The Girl with the Dragon Tattoo,2009,tt1132620,15472
/film/pariah/,Pariah,2011,tt1233334,73939
/film/loveless-2017/,Loveless,2017,tt6304162,429174
/film/this-is-england/,This Is England,2006,tt0480025,11798
/film/the-green-hornet/,The Green Hornet,2011,tt0990407,40805
/film/the-golden-compass/,The Golden Compass,2007,tt0385752,2268
/film/martha-marcy-may-marlene/,Martha Marcy May Marlene,2011,tt1441326,50837
/film/sweet-smell-of-success/,Sweet Smell of Success,1957,tt0051036,976
/film/the-rental/,The Rental,2020,tt10003008,587496
/film/the-call-2020-3/,The Call,2020,tt10530176,575604
/film/elevator-to-the-gallows/,Elevator to the Gallows,1958,tt0051378,1093
/film/phenomena/,Phenomena,1985,tt0087909,29161
/film/the-waterboy/,The Waterboy,1998,tt0120484,10663
/film/invasion-of-the-body-snatchers/,Invasion of the Body Snatchers,1956,tt0049366,11549
/film/the-invisible-man/,The Invisible Man,1933,tt0024184,10787
/film/citizenfour/,Citizenfour,2014,tt4044364,293310
/film/allegiant/,Allegiant,2016,tt3410834,262504
/film/icarus-2017/,Icarus,2017,tt6333060,432976
/film/the-last-emperor/,The Last Emperor,1987,tt0093389,746
/film/bedtime-stories/,Bedtime Stories,2008,tt0960731,10202
/film/the-grudge/,The Grudge,2004,tt0391198,1970
/film/sleepers/,Sleepers,1996,tt0117665,819
/film/the-fisher-king/,The Fisher King,1991,tt0101889,177
/film/straw-dogs/,Straw Dogs,1971,tt0067800,994
/film/in-the-heart-of-the-sea/,In the Heart of the Sea,2015,tt1390411,205775
/film/the-faculty/,The Faculty,1998,tt0133751,9276
/film/broadcast-news/,Broadcast News,1987,tt0092699,12626
/film/rome-open-city/,"Rome, Open City",1945,tt0038890,307
/film/beyond-the-black-rainbow/,Beyond the Black Rainbow,2010,tt1534085,50037
/film/withnail-i/,Withnail & I,1987,tt0094336,13446
/film/censor-2021/,Censor,2021,tt10329614,663866
/film/trumbo/,Trumbo,2015,tt3203606,294016
/film/the-haunting/,The Haunting,1963,tt0057129,11772
/film/pee-wees-big-adventure/,Pee-wee's Big Adventure,1985,tt0089791,5683
/film/365-days-2020/,365 Days,2020,tt10886166,664413
/film/this-is-40/,This Is 40,2012,tt1758830,89492
/film/ordinary-people/,Ordinary People,1980,tt0081283,16619
/film/bpm-beats-per-minute/,BPM (Beats per Minute),2017,tt6135348,451945
/film/the-wages-of-fear/,The Wages of Fear,1953,tt0046268,204
/film/love-mercy/,Love & Mercy,2014,tt0903657,271714
/film/daddys-home/,Daddy's Home,2015,tt1528854,274167
/film/slither/,Slither,2006,tt0439815,9035
/film/klute/,Klute,1971,tt0067309,466
/film/day-for-night/,Day for Night,1973,tt0070460,1675
/film/san-andreas/,San Andreas,2015,tt2126355,254128
/film/the-book-of-eli/,The Book of Eli,2010,tt1037705,20504
/film/the-battle-of-algiers/,The Battle of Algiers,1966,tt0058946,17295
/film/minding-the-gap/,Minding the Gap,2018,tt7476236,489985
/film/a-christmas-carol-2009/,A Christmas Carol,2009,tt1067106,17979
/film/carrie-2013/,Carrie,2013,tt1939659,133805
/film/sex-lies-and-videotape/,"Sex, Lies, and Videotape",1989,tt0098724,1412
/film/pitch-perfect-3/,Pitch Perfect 3,2017,tt4765284,353616
/film/anatomy-of-a-murder/,Anatomy of a Murder,1959,tt0052561,93
/film/ginger-snaps/,Ginger Snaps,2000,tt0210070,9871
/film/the-kissing-booth-2/,The Kissing Booth 2,2020,tt9784456,583083
/film/cure/,Cure,1997,tt0123948,36095
/film/koyaanisqatsi/,Koyaanisqatsi,1982,tt0085809,11314
/film/pixels-2015/,Pixels,2015,tt2120120,257344
/film/fish-tank/,Fish Tank,2009,tt1232776,24469
/film/uncle-boonmee-who-can-recall-his-past-lives/,Uncle Boonmee Who Can Recall His Past Lives,2010,tt1588895,38368
/film/in-the-tall-grass-2019/,In the Tall Grass,2019,tt4687108,523139
/film/beasts-of-no-nation/,Beasts of No Nation,2015,tt1365050,283587
/film/remember-the-titans/,Remember the Titans,2000,tt0210945,10637
/film/the-devils-backbone/,The Devil's Backbone,2001,tt0256009,1433
/film/satantango/,Satantango,1994,tt0111341,31414
/film/central-intelligence/,Central Intelligence,2016,tt1489889,302699
/film/ted-2/,Ted 2,2015,tt2637276,214756
/film/bad-boys-ii/,Bad Boys II,2003,tt0172156,8961
/film/saturday-night-fever/,Saturday Night Fever,1977,tt0076666,11009
/film/james-and-the-giant-peach/,James and the Giant Peach,1996,tt0116683,10539
/film/shakespeare-in-love/,Shakespeare in Love,1998,tt0138097,1934
/film/team-america-world-police/,Team America: World Police,2004,tt0372588,3989
/film/to-catch-a-thief/,To Catch a Thief,1955,tt0048728,381
/film/the-fall/,The Fall,2006,tt0460791,14784
/film/dark-city-1998/,Dark City,1998,tt0118929,2666
/film/power-rangers/,Power Rangers,2017,tt3717490,305470
/film/jules-and-jim/,Jules and Jim,1962,tt0055032,1628
/film/scenes-from-a-marriage/,Scenes from a Marriage,1974,tt6725014,133919
/film/what-if-2013/,What If,2013,tt1486834,212716
/film/brawl-in-cell-block-99/,Brawl in Cell Block 99,2017,tt5657856,398175
/film/the-italian-job-2003/,The Italian Job,2003,tt0317740,9654
/film/hot-summer-nights/,Hot Summer Nights,2017,tt3416536,347866
/film/marley-me/,Marley & Me,2008,tt0822832,14306
/film/planet-terror/,Planet Terror,2007,tt1077258,1992
/film/real-steel/,Real Steel,2011,tt0433035,39254
/film/dracula/,Dracula,1931,tt0021814,138
/film/a-scanner-darkly/,A Scanner Darkly,2006,tt0405296,3509
/film/nashville/,Nashville,1975,tt0073440,3121
/film/the-red-turtle/,The Red Turtle,2016,tt3666024,337703
/film/ringu/,Ringu,1998,tt0178868,2671
/film/bill-teds-bogus-journey/,Bill & Ted's Bogus Journey,1991,tt0101452,1649
/film/war-horse/,War Horse,2011,tt1568911,57212
/film/carnage/,Carnage,2011,tt1692486,72113
/film/glengarry-glen-ross/,Glengarry Glen Ross,1992,tt0104348,9504
/film/love-exposure/,Love Exposure,2008,tt1128075,28422
/film/legend-2015/,Legend,2015,tt3569230,276907
/film/all-the-bright-places/,All the Bright Places,2020,tt3907584,342470
/film/disturbia/,Disturbia,2007,tt0486822,8271
/film/the-garden-of-words/,The Garden of Words,2013,tt2591814,198375
/film/the-young-girls-of-rochefort/,The Young Girls of Rochefort,1967,tt0062873,2433
/film/doubt/,Doubt,2008,tt0918927,14359
/film/wrath-of-man/,Wrath of Man,2021,tt11083552,637649
/film/the-treasure-of-the-sierra-madre/,The Treasure of the Sierra Madre,1948,tt0040897,3090
/film/apostle-2018/,Apostle,2018,tt6217306,424121
/film/gremlins-2-the-new-batch/,Gremlins 2: The New Batch,1990,tt0099700,928
/film/perfume-the-story-of-a-murderer/,Perfume: The Story of a Murderer,2006,tt0396171,1427
/film/a-fish-called-wanda/,A Fish Called Wanda,1988,tt0095159,623
/film/antz/,Antz,1998,tt0120587,8916
/film/naked-lunch/,Naked Lunch,1991,tt0102511,2742
/film/a-nightmare-on-elm-street-3-dream-warriors/,A Nightmare on Elm Street 3: Dream Warriors,1987,tt0093629,10072
/film/house-of-1000-corpses/,House of 1000 Corpses,2003,tt0251736,2662
/film/holidate/,Holidate,2020,tt9866072,615665
/film/the-fox-and-the-hound/,The Fox and the Hound,1981,tt0082406,10948
/film/nostalgia-1983/,Nostalgia,1983,tt0086022,1394
/film/bringing-up-baby/,Bringing Up Baby,1938,tt0029947,900
/film/van-helsing/,Van Helsing,2004,tt0338526,7131
/film/the-wedding-singer/,The Wedding Singer,1998,tt0120888,11003
/film/the-man-who-wasnt-there-2001/,The Man Who Wasn't There,2001,tt0243133,10778
/film/lord-of-war/,Lord of War,2005,tt0399295,1830
/film/the-bride-of-frankenstein/,The Bride of Frankenstein,1935,tt0026138,229
/film/red-2010/,RED,2010,tt1245526,39514
/film/pain-gain/,Pain & Gain,2013,tt1980209,134374
/film/showgirls/,Showgirls,1995,tt0114436,10802
/film/freddy-vs-jason/,Freddy vs. Jason,2003,tt0329101,6466
/film/halloween-iii-season-of-the-witch/,Halloween III: Season of the Witch,1982,tt0085636,10676
/film/youth-2015/,Youth,2015,tt3312830,310593
/film/super-dark-times/,Super Dark Times,2017,tt5112578,396940
/film/silent-hill/,Silent Hill,2006,tt0384537,588
/film/the-basketball-diaries/,The Basketball Diaries,1995,tt0112461,10474
/film/pearl-harbor/,Pearl Harbor,2001,tt0213149,676
/film/safe/,Safe,1995,tt0114323,32646
/film/friends-the-reunion/,Friends: The Reunion,2021,tt11337862,691179
/film/a-nightmare-on-elm-street-part-2-freddys-revenge/,A Nightmare on Elm Street Part 2: Freddy's Revenge,1985,tt0089686,10014
/film/demolition/,Demolition,2015,tt1172049,303991
/film/friday-the-13th-part-2/,Friday the 13th Part 2,1981,tt0082418,9725
/film/mama-2013/,Mama,2013,tt2023587,132232
/film/police-story/,Police Story,1985,tt0089374,9056
/film/scary-movie-2/,Scary Movie 2,2001,tt0257106,4248
/film/paper-moon/,Paper Moon,1973,tt0070510,11293
/film/tusk-2014/,Tusk,2014,tt3099498,246403
/film/ichi-the-killer/,Ichi the Killer,2001,tt0296042,9696
/film/brief-encounter/,Brief Encounter,1945,tt0037558,851
/film/sierra-burgess-is-a-loser/,Sierra Burgess Is a Loser,2018,tt3120280,462919
/film/wet-hot-american-summer/,Wet Hot American Summer,2001,tt0243655,2171
/film/the-muppet-movie/,The Muppet Movie,1979,tt0079588,11176
/film/kung-fury/,Kung Fury,2015,tt3472226,251516
/film/american-murder-the-family-next-door/,American Murder: The Family Next Door,2020,tt12987894,743601
/film/time-bandits/,Time Bandits,1981,tt0081633,36819
/film/v-h-s/,V/H/S,2012,tt2105044,84348
/film/predators/,Predators,2010,tt1424381,34851
/film/mallrats/,Mallrats,1995,tt0113749,2293
/film/devil/,Devil,2010,tt1314655,44040
/film/final-destination-5/,Final Destination 5,2011,tt1622979,55779
/film/the-book-of-life-2014/,The Book of Life,2014,tt2262227,228326
/film/role-models/,Role Models,2008,tt0430922,15373
/film/seconds/,Seconds,1966,tt0060955,20620
/film/girlhood-2014/,Girlhood,2014,tt3655522,266082
/film/knowing/,Knowing,2009,tt0448011,13811
/film/charlies-angels-full-throttle/,Charlie's Angels: Full Throttle,2003,tt0305357,9471
/film/you-only-live-twice/,You Only Live Twice,1967,tt0062512,667
/film/secret-window/,Secret Window,2004,tt0363988,1586
/film/machete/,Machete,2010,tt0985694,23631
/film/save-ralph/,Save Ralph,2021,tt14220316,810877
/film/robin-hood-2010/,Robin Hood,2010,tt0955308,20662
/film/grand-illusion/,Grand Illusion,1937,tt0028950,777
/film/the-running-man/,The Running Man,1987,tt0093894,865
/film/summer-of-84/,Summer of 84,2018,tt5774450,470229
/film/colette-2018/,Colette,2018,tt5437928,454652
/film/anger-management/,Anger Management,2003,tt0305224,9506
/film/altered-states/,Altered States,1980,tt0080360,11542
/film/the-perfect-date-2019/,The Perfect Date,2019,tt8201170,543540
/film/horns/,Horns,2013,tt1528071,149509
/film/cosmopolis/,Cosmopolis,2012,tt1480656,49014
/film/letters-to-juliet/,Letters to Juliet,2010,tt0892318,37056
/film/thx-1138/,THX 1138,1971,tt0066434,636
/film/trolls/,Trolls,2016,tt1679335,136799
/film/a-room-with-a-view/,A Room with a View,1985,tt0091867,11257
/film/seven-pounds/,Seven Pounds,2008,tt0814314,11321
/film/predator-2/,Predator 2,1990,tt0100403,169
/film/the-purple-rose-of-cairo/,The Purple Rose of Cairo,1985,tt0089853,10849
/film/white-house-down/,White House Down,2013,tt2334879,117251
/film/the-kid-detective/,The Kid Detective,2020,tt8980602,720755
/film/cool-runnings/,Cool Runnings,1993,tt0106611,864
/film/finding-neverland/,Finding Neverland,2004,tt0308644,866
/film/the-hudsucker-proxy/,The Hudsucker Proxy,1994,tt0110074,11934
/film/a-dangerous-method/,A Dangerous Method,2011,tt1571222,48231
/film/mississippi-burning/,Mississippi Burning,1988,tt0095647,1632
/film/murder-on-the-orient-express/,Murder on the Orient Express,1974,tt0071877,4176
/film/an-american-in-paris/,An American in Paris,1951,tt0043278,2769
/film/beach-rats/,Beach Rats,2017,tt6303866,426238
/film/the-witches-of-eastwick/,The Witches of Eastwick,1987,tt0094332,6069
/film/valerie-and-her-week-of-wonders/,Valerie and Her Week of Wonders,1970,tt0066516,46315
/film/hoop-dreams/,Hoop Dreams,1994,tt0110057,14275
/film/the-lady-vanishes/,The Lady Vanishes,1938,tt0030341,940
/film/black-dynamite/,Black Dynamite,2009,tt1190536,24804
/film/heartbeats/,Heartbeats,2010,tt1600524,51241
/film/the-manchurian-candidate/,The Manchurian Candidate,1962,tt0056218,982
/film/how-to-be-single/,How to Be Single,2016,tt1292566,259694
/film/sorry-we-missed-you/,Sorry We Missed You,2019,tt8359816,522369
/film/three-kings/,Three Kings,1999,tt0120188,6415
/film/the-thin-blue-line/,The Thin Blue Line,1988,tt0096257,14285
/film/fantasy-island/,Fantasy Island,2020,tt0983946,539537
/film/opening-night/,Opening Night,1977,tt0079672,33665
/film/slacker/,Slacker,1990,tt0102943,14022
/film/maps-to-the-stars/,Maps to the Stars,2014,tt2172584,157851
/film/once-upon-a-time-in-anatolia/,Once Upon a Time in Anatolia,2011,tt1827487,74879
/film/the-beyond/,The Beyond,1981,tt0082307,19204
/film/bridget-jones-the-edge-of-reason/,Bridget Jones: The Edge of Reason,2004,tt0317198,9801
/film/unstoppable-2010/,Unstoppable,2010,tt0477080,44048
/film/the-devils-rejects/,The Devil's Rejects,2005,tt0395584,1696
/film/dinosaur/,Dinosaur,2000,tt0130623,10567
/film/highlander/,Highlander,1986,tt0091203,8009
/film/friday-the-13th-part-vi-jason-lives/,Friday the 13th Part VI: Jason Lives,1986,tt0091080,10225
/film/teenage-mutant-ninja-turtles/,Teenage Mutant Ninja Turtles,1990,tt0100758,1498
/film/oj-made-in-america/,O.J.: Made in America,2016,tt5275892,377462
/film/robin-hood-men-in-tights/,Robin Hood: Men in Tights,1993,tt0107977,8005
/film/jack-and-jill/,Jack and Jill,2011,tt0810913,71880
/film/the-christmas-chronicles/,The Christmas Chronicles,2018,tt2990140,527435
/film/jodorowskys-dune/,Jodorowsky's Dune,2013,tt1935156,191720
/film/a-woman-is-a-woman/,A Woman Is a Woman,1961,tt0055572,31522
/film/short-cuts/,Short Cuts,1993,tt0108122,695
/film/ronin/,Ronin,1998,tt0122690,8195
/film/halloween-h20-20-years-later/,Halloween H20: 20 Years Later,1998,tt0120694,11675
/film/the-spirit-of-the-beehive/,The Spirit of the Beehive,1973,tt0070040,4495
/film/the-night-before-2015/,The Night Before,2015,tt3530002,296100
/film/anaconda/,Anaconda,1997,tt0118615,9360
/film/lethal-weapon-2/,Lethal Weapon 2,1989,tt0097733,942
/film/john-tucker-must-die/,John Tucker Must Die,2006,tt0455967,9293
/film/waterworld/,Waterworld,1995,tt0114898,9804
/film/the-to-do-list/,The To Do List,2013,tt1758795,129139
/film/lucky-number-slevin/,Lucky Number Slevin,2006,tt0425210,186
/film/the-hunger/,The Hunger,1983,tt0085701,11654
/film/doctor-zhivago/,Doctor Zhivago,1965,tt0059113,907
/film/polar-2019/,Polar,2019,tt4139588,483906
/film/hearts-beat-loud/,Hearts Beat Loud,2018,tt7158430,470333
/film/fireworks-1997/,Fireworks,1997,tt0119250,5910
/film/confessions-of-a-shopaholic/,Confessions of a Shopaholic,2009,tt1093908,20048
/film/get-him-to-the-greek/,Get Him to the Greek,2010,tt1226229,32823
/film/catwoman/,Catwoman,2004,tt0327554,314
/film/tenebre/,Tenebre,1982,tt0084777,29702
/film/the-human-centipede-first-sequence/,The Human Centipede (First Sequence),2009,tt1467304,37169
/film/crimes-and-misdemeanors/,Crimes and Misdemeanors,1989,tt0097123,11562
/film/a-charlie-brown-christmas/,A Charlie Brown Christmas,1965,tt0059026,13187
/film/old-school/,Old School,2003,tt0302886,11635
/film/rubber/,Rubber,2010,tt1612774,45649
/film/the-boys-in-the-band-2020/,The Boys in the Band,2020,tt10199914,597156
/film/the-taking-of-pelham-1-2-3/,The Taking of Pelham 1 2 3,2009,tt1111422,18487
/film/friday-the-13th-part-vii-the-new-blood/,Friday the 13th Part VII: The New Blood,1988,tt0095179,10281
/film/ali/,Ali,2001,tt0248667,8489
/film/marathon-man/,Marathon Man,1976,tt0074860,10518
/film/barbarella/,Barbarella,1968,tt0062711,8069
/film/battleship/,Battleship,2012,tt1440129,44833
/film/30-minutes-or-less/,30 Minutes or Less,2011,tt1622547,62206
/film/dead-silence/,Dead Silence,2007,tt0455760,14001
/film/session-9/,Session 9,2001,tt0261983,10972
/film/hackers/,Hackers,1995,tt0113243,10428
/film/far-from-heaven/,Far from Heaven,2002,tt0297884,10712
/film/mary-and-the-witchs-flower/,Mary and the Witch's Flower,2017,tt6336356,430447
/film/sleeping-with-other-people/,Sleeping with Other People,2015,tt3165612,288036
/film/tom-at-the-farm/,Tom at the Farm,2013,tt2427892,184352
/film/the-huntsman-winters-war/,The Huntsman: Winter's War,2016,tt2381991,290595
/film/the-passenger/,The Passenger,1975,tt0073580,9652
/film/pride-and-prejudice-and-zombies/,Pride and Prejudice and Zombies,2016,tt1374989,58431
/film/the-death-life-of-john-f-donovan/,The Death & Life of John F. Donovan,2018,tt4042818,291984
/film/weekend-1967/,Weekend,1967,tt0062480,8075
/film/let-them-all-talk/,Let Them All Talk,2020,tt10808832,623856
/film/step-up/,Step Up,2006,tt0462590,9762
/film/children-of-paradise/,Children of Paradise,1945,tt0037674,2457
/film/funny-girl/,Funny Girl,1968,tt0062994,16085
/film/maniac-2012/,Maniac,2012,tt2103217,103620
/film/may/,May,2002,tt0303361,10894
/film/mayhem-2017/,Mayhem,2017,tt4348012,429733
/film/magic-in-the-moonlight/,Magic in the Moonlight,2014,tt2870756,229297
/film/the-flintstones/,The Flintstones,1994,tt0109813,888
/film/the-city-of-lost-children/,The City of Lost Children,1995,tt0112682,902
/film/ghost-rider-spirit-of-vengeance/,Ghost Rider: Spirit of Vengeance,2011,tt1071875,71676
/film/trance/,Trance,2013,tt1924429,68727
/film/celine-and-julie-go-boating/,Céline and Julie Go Boating,1974,tt0071381,27019
/film/the-karate-kid-part-ii/,The Karate Kid Part II,1986,tt0091326,8856
/film/christiane-f/,Christiane F.,1981,tt0082176,9589
/film/the-triplets-of-belleville/,The Triplets of Belleville,2003,tt0286244,9662
/film/shivers/,Shivers,1975,tt0073705,27429
/film/romancing-the-stone/,Romancing the Stone,1984,tt0088011,9326
/film/outbreak/,Outbreak,1995,tt0114069,6950
/film/john-mulaney-new-in-town/,John Mulaney: New in Town,2012,tt2246779,86705
/film/i-feel-pretty/,I Feel Pretty,2018,tt6791096,460668
/film/legend/,Legend,1985,tt0089469,11976
/film/spontaneous/,Spontaneous,2020,tt5774062,604578
/film/spring-2014/,Spring,2014,tt3395184,241855
/film/the-man-in-the-iron-mask-1998/,The Man in the Iron Mask,1998,tt0120744,9313
/film/the-man-from-nowhere/,The Man from Nowhere,2010,tt1527788,51608
/film/j-edgar/,J. Edgar,2011,tt1616195,88794
/film/the-birth-of-a-nation/,The Birth of a Nation,1915,tt0004972,618
/film/tigers-are-not-afraid/,Tigers Are Not Afraid,2017,tt4823434,349067
/film/accepted/,Accepted,2006,tt0384793,9788
/film/after-life/,After Life,1998,tt0165078,17962
/film/ju-on-the-grudge/,Ju-on: The Grudge,2002,tt0364385,11838
/film/the-big-heat/,The Big Heat,1953,tt0045555,14580
/film/bicentennial-man/,Bicentennial Man,1999,tt0182789,2277
/film/orpheus/,Orpheus,1950,tt0041719,4558
/film/american-movie/,American Movie,1999,tt0181288,14242
/film/a-field-in-england/,A Field in England,2013,tt2375574,179111
/film/mowgli-legend-of-the-jungle/,Mowgli: Legend of the Jungle,2018,tt2388771,407436
/film/road-house/,Road House,1989,tt0098206,10135
/film/hollow-man/,Hollow Man,2000,tt0164052,9383
/film/the-stranger/,The Stranger,1946,tt0038991,20246
/film/high-tension/,High Tension,2003,tt0338095,10226
/film/snake-eyes/,Snake Eyes,1998,tt0120832,8688
/film/cargo-2017/,Cargo,2017,tt3860916,425972
/film/mildred-pierce/,Mildred Pierce,1945,tt0037913,3309
/film/mute-2018/,Mute,2018,tt1464763,401371
/film/all-about-lily-chou-chou/,All About Lily Chou-Chou,2001,tt0297721,16664
/film/hotel-mumbai/,Hotel Mumbai,2018,tt5461944,416144
/film/freddys-dead-the-final-nightmare/,Freddy's Dead: The Final Nightmare,1991,tt0101917,11284
/film/exodus-gods-and-kings/,Exodus: Gods and Kings,2014,tt1528100,147441
/film/papillon/,Papillon,1973,tt0070511,5924
/film/wine-country/,Wine Country,2019,tt8169446,513083
/film/the-rocketeer/,The Rocketeer,1991,tt0102803,10249
/film/anna-and-the-apocalypse/,Anna and the Apocalypse,2017,tt6433880,461928
/film/vampires-kiss/,Vampire's Kiss,1988,tt0098577,7091
